k,t_s,scenario,controller,omega_ref_rad_s,omega_m_rad_s,speed_error_rad_s,load_torque_nm,i_s_alpha_a,i_s_beta_a,i_abs_a,torque_nm,vector_id,feedback_used,feedback_requested,accepted,pwm_enabled,fallback,fault_latched,confidence,predicted_risk,loss_w,tj_c,switch_events,vdc_v
155,0.0155,load_step,dtc_svm_baseline,94.2477796076938,0.4097584779169569,93.83802112977685,0.0,0.248698706954484,0.35309020777982714,0.4318839446782362,0.2059221224079131,7,1,1,1,1,0,0,0.980009576255558,0.004,0.034698567934893475,25.000055345745032,1,540.0
156,0.015600000000000001,load_step,dtc_svm_baseline,94.2477796076938,0.42205018258889737,93.8257294251049,0.0,0.22805997913941975,0.3171376485251024,0.39062468201216366,0.1836534455570312,7,1,1,1,1,0,0,0.9799765170109662,0.004,0.02290857073221348,25.00005557446177,0,540.0
157,0.015700000000000002,load_step,dtc_svm_baseline,94.2477796076938,0.4330082979619629,93.81477130973184,0.0,0.20918194359998432,0.2842432642973667,0.35291828916434703,0.16329719315451188,7,1,1,1,1,0,0,0.9799548906651265,0.004,0.018790311419879947,25.000055761994386,0,540.0
158,0.0158,load_step,dtc_svm_baseline,94.2477796076938,0.4427473734728538,93.80503223422095,0.0,0.19191372791767924,0.2541461954009937,0.31846690189101456,0.14468953273190677,7,1,1,1,1,0,0,0.9799424254595577,0.004,0.01538373670879027,25.000055915460006,0,540.0
159,0.0159,load_step,dtc_svm_baseline,94.2477796076938,0.45137214538018683,93.79640746231361,0.0,0.1761173686398355,0.22660784402208978,0.28699902875961003,0.1276806718750587,7,1,1,1,1,0,0,0.9799372382375977,0.004,0.01256934358576692,25.000056040780674,0,540.0
160,0.016,load_step,dtc_svm_baseline,94.2477796076938,0.45897837773033706,93.78880122996347,0.0,0.16166671027743224,0.20140997240201125,0.2582675012364238,0.11213365325895473,7,1,1,1,1,0,0,0.9799377719306857,0.004,0.010247426469801294,25.000056142881334,0,540.0
161,0.0161,load_step,dtc_svm_baseline,94.2477796076938,0.46565363114883007,93.78212597654498,0.0,0.148446397612607,0.1783529638240815,0.2320476517204911,0.09792325349028455,7,1,1,1,1,0,0,0.979942742808176,0.004,0.008334819080499205,25.00005622585524,0,540.0
162,0.0162,load_step,dtc_svm_baseline,94.2477796076938,0.4714779656750891,93.77630164201871,0.0,0.13635095350729395,0.15725423241829808,0.20813571566604408,0.08493497673143861,7,1,1,1,1,0,0,0.9799510959782626,0.004,0.006762170753248265,25.00005629310211,0,540.0
163,0.016300000000000002,load_step,dtc_svm_baseline,94.2477796076938,0.4765245833176977,93.7712550243761,0.0,0.1252839350412554,0.1379467690012152,0.1863474589504674,0.07306413488202375,7,1,1,1,1,0,0,0.9799619678595575,0.004,0.0054716696766806995,25.00005634744352,0,540.0
164,0.0164,load_step,dtc_svm_baseline,94.2477796076938,0.4808604155147506,93.76691919217905,0.0,0.11515716139547909,0.1202778112740296,0.16651703728308254,0.06221500682130668,7,1,1,1,1,0,0,0.9799746545369936,0.004,0.004415139849815267,25.000056391219267,0,540.0
165,0.0165,load_step,dtc_svm_baseline,94.2477796076938,0.48454666023484133,93.76323294745896,0.0,0.10589000743878882,0.10410762771078491,0.1484961003627844,0.052300069875103314,7,1,1,1,1,0,0,0.9799885850768125,0.004,0.003552450535528471,25.00005642636783,0,540.0
166,0.0166,load_step,dtc_svm_baseline,94.2477796076938,0.48763927304474974,93.76014033464905,0.0,0.09740875747472907,0.08930840538926177,0.13215315851671236,0.04323929727034374,7,1,1,1,1,0,0,0.9800032990059814,0.004,0.002850187006810004,25.000056454493524,0,540.0
167,0.0167,load_step,dtc_svm_baseline,94.2477796076938,0.4901894160963279,93.75759019159747,0.0,0.08964601406539226,0.07576323285741865,0.11737323072498237,0.034959515885850674,7,1,1,1,1,0,0,0.9800184272601666,0.004,0.0022805397630345165,25.00005647692256,0,540.0
168,0.016800000000000002,load_step,dtc_svm_baseline,94.2477796076938,0.49224386864417824,93.75553573904962,0.0,0.08254015727167162,0.06336516989535927,0.10405778355461945,0.027393819104101436,7,1,1,1,1,0,0,0.9800336759617676,0.004,0.0018203764032764165,25.00005649474981,0,540.0
169,0.016900000000000002,load_step,dtc_svm_baseline,94.2477796076938,0.4938454023945396,93.75393420529926,0.0,0.25738911083974225,0.36613119061056354,0.44755022412773066,0.20991706852585773,6,1,1,1,1,0,0,0.9800488123739993,0.004,0.003005279275179808,25.000056524425972,1,540.0
